Date	       Author                Title

30/11/2017	Jo Spence	Gypsies and Travellers 1970s Box set

30/11/2017	Jo Spence	Gypsies and Travellers 1970s TEXT

07/12/2017	Ian Beesley	Castle Market Sheffield

07/12/2017	Homer Sykes	Puppy Farming in Wales in the 1980s

14/12/2017	David Hurn	Wales 2000s

21/12/2017	Dafydd Jones	The Sleepers

21/12/2017	Janine Wiedel 	Iron and Steel West Midlands 1978

21/12/2017	Janine Wiedel 	Black Power Black Panthers 1970

21/12/2017	Phil Winnard	Marching Down Pit Road 1984

11/01/2018	Jo Spence	Gypsies and Travellers 1970s Men

18/01/2018	David Hurn	Wales 2010s

25/01/2018	Phil Maxwell	Cheshire Street East London 1982–2005

25/01/2018	Neil Martinson	Hackney 1970s–1980s

01/02/2018	Daniel Meadows	Testimony February 1987

08/02/2018	Steve Clarke	Newport Snow 1985 

15/02/2018	Brian Griffin	England 1970s

15/02/2018	Brian Griffin	England 1970s

22/02/2018	Paddy Summerfield	Distant Times

22/02/2018	Tony O’Shea	“Never Forget”

22/02/2018	Luis Bustamante	Kingston upon Hull 1970s

22/02/2018	Luis Bustamante	Kingston upon Hull 1970s, On Holiday

28/02/2018	John Walmsley	Grosvenor Square Vietnam War Demo 17.03.68

28/02/2018	David Levenson	The Burry Man

08/03/2018	Tricia Porter	Some Kids in Liverpool 8 1974

15/03/2018	Tony O'Shea	“Ways of the Cross”

22/03/2018	Janine Wiedel 	Coal Mining West Midlands 1978

22/03/2018	Jean-luc Olezak	England South 1985–1992

22/03/2018	Victor Sloan	Northern Ireland One

22/03/2018	Victor Sloan	Northern Ireland Three

22/03/2018	Victor Sloan	Northern Ireland Two

22/03/2018	David Levenson	British Rituals

22/03/2018	David Levenson	Britannia Coco-nut Dancers

29/03/2018	Daniel Meadows	Grafitti 1971–1983

05/04/2018	Homer Sykes	Chiswick Women’s Aid The Palm Court Hotel Richmond 1975

12/04/2018	Tish Murtha	Newport Tip 1978

12/04/2018	Tish Murtha	Newport Doc Photo Class of ‘78

12/04/2018	Tish Murtha	Newport Doc Photo Class of ’78 BOX SET

19/04/2018	Bill Jay	British Photographers Photographed

19/04/2018	Martin Parr 	Prestwich Mental Hospital 1972

26/04/2018	Chris Killip	Isle of Man TT Races 1971

22/06/2017	John Walmsley	Sit-in, Guildford School of Art, 1968

03/05/2018	Neil Martinson	Once Every 28 Years Hackney Hasidim Welcome the Sun 1981

10/05/2018	Paul Trevor	Street Level

17/05/2018	Brian Griffin	Moscow 1974

24/05/2018	Steve McCoy	Plight of the Trolley 1990

24/05/2018	David Hurn	Wales Steel & Coal

31/05/2018	Jo Spence	Gypsies and Travellers 1970s Childhood

07/06/2018	Chris Killip	Isle of Man TT Races 1971

07/06/2018	Tish Murtha	Queen’s Silver Jubilee Newport 1977

14/06/2018	Rose Comiskey 	Reagan Protest Dublin 1984

14/06/2018	Ron McCormick	Whitechapel 1970s Part One

21/06/2018	John Benton Harris	The English

28/06/2018	Janine Wiedel 	Chainmaking The Black Country, West Midlands 1977

28/06/2018	John Claridge	New York in the 70s

28/06/2018	John Claridge	Coal Miners 1971

28/06/2018	John Claridge	Whitechapel Bell Foundry

28/06/2018	John Claridge	Peopled Streets

28/06/2018	John Claridge	The Gorbals

28/06/2018	John Claridge	The Industrial Past

28/06/2018	John Claridge	East End Graphics

28/06/2018	John Claridge	Another Time Another Place

28/06/2018	John Claridge	Along The Thames

28/06/2018	John Claridge	The Salvation Army

28/06/2018	John Claridge	Monoliths, Sculptures, Fun and Death

28/06/2018	Tony O’Shea	Italia 90 Dublin

28/06/2018	Tony O’Shea	Border Roads

28/06/2018	David Hurn	Wales 1970s

28/06/2018	David Hurn	Wales 1980s

28/06/2018	David Hurn	Wales 1990s

28/06/2018	David Hurn	Wales 2000s

28/06/2018	David Hurn	Wales 2010s

28/06/2018	David Hurn	California

28/06/2018	David Hurn	Wales 1970s–2010s box set

28/06/2018	David Hurn	Wales Steel & Coal

05/07/2018	Ian MacDonald	Greatham Creek

05/07/2018	Diane Bush	The Brits England in the 1970s

12/07/2018	Tony O’Shea	Stories From Ireland 1980–2000 box set

19/07/2018	Ron McCormick	Whitechapel 1970s Part Two

19/07/2018	Ian Walker	A Royal Wedding in Newport

26/07/2018	Steve McCoy	Housing Estates Set 4. 1985

26/07/2018	Sefton Samuels	Jazz Legends

09/08/2018	Janine Wiedel 	Industry, West Midlands 1977–1979

09/08/2018	Janine Wiedel 	Industries The West Midlands 1977–1979

16/08/2018	Peter Marshall	Notting Hill Carnival in the 1990s

16/08/2018	Tish Murtha	Army Snow Clearance Bridgend 1978

23/08/2018	Paul Trevor	India Road

23/08/2018	Paul Baldesare	Down the Tube (Travellers on the London Underground) 1987-1900

30/08/2018	Barry Lewis	Soho 1990

30/08/2018	Wally Cassidy	Féile The Trip to Tip

30/06/2016	Craig Atkinson	Spanish Serviettes

06/09/2018	Shirley Baker	British Seaside 1960–1970

06/09/2018	Shirley Baker	Manchester and Salford Children in the 1960s

06/09/2018	Shirley Baker	Manchester and Salford Children in the 1960s

13/09/2018	Shirley Baker	Manchester and Salford on Holiday in the 1960s

13/09/2018	Shirley Baker	Manchester and Salford on Holiday in the 1960s

13/09/2018	Shirley Baker	Punks 1980s

20/09/2018	Bob Watkins	The English Way English Carnival Pictures 1992–2008

27/09/2018	Homer Sykes	Broken Dolls Kilburn 1967

04/10/2018	Peter Jones	Wales

11/10/2018	John Walmsley	Wester Hailes 1979

18/10/2018	Mark Pinder	Easington 1987–1993

18/10/2018	Bob Watkins	Stauesque

25/10/2018	Wally Cassidy	Dublin City 1989-93

25/10/2018	Ron McCormick	Triumph Workers Lock-In  1974

01/11/2018	Janine Wiedel 	The Potteries Stoke-on-Trent 1978

08/11/2018	Peter Marshall	 The River Hull 1977–1985

15/11/2018	Diane Bush	The Brits 2

22/11/2018	Paul Baldesare	Victoria Coach Station 1991-1993

29/11/2018	Bob Watkins	London Lives

13/12/2018	Paul Trevor	Sleeper

10/12/2018	Tony O’Shea	Christmas Turkey Market, Dublin 1990—1993

13/12/2018	Dragan Novaković	Burnley 1970s

13/12/2018	Steve McCoy	Christmas Cribs

13/12/2018	Dragan Novaković	Huddersfield & Halifax 1960s–70s

10/01/2019	Janine Wiedel 	Jewellery Quarter Birmingham 1977

17/01/2019	Steve Clarke	Mailboxes San Diego 1986–1987

17/01/2019	Jeremy Sutton-Hibbert 	Longannet Colliery 2001

24/01/2019	Tony O’Shea	South Kerry Regattas

24/01/2019	Ian Beesley	Football Fans

31/01/2019	Dragan Novaković	Manchester & Oldham 1970s

31/01/2019	Ken Grant	Shankly One

31/01/2019	Ken Grant	Shankly Two

31/01/2019	Ken Grant	From the Provy to the Derry

31/01/2019	Ken Grant	One Day in July near Cable Street Southport

07/02/2019	Peter Marshall	Peter Marshall — The Streets of Hull 1979–85

14/02/2019	Rose Comiskey 	Travellers’ Rights March Dublin 1985

21/02/2019	Dafydd Jones	Sensation

28/02/2019	Homer Sykes	Darby and Joan Blind Dance Class London 197

28/02/2019	Homer Sykes	Druids 1996 London, Wiltshire, Oxfordshire

28/02/2019	Hugh Hood	Glasgow Streets

28/02/2019	Hugh Hood	Glasgow Streets The New Era

28/02/2019	Hugh Hood	Glasgow, The River Underground

07/03/2019	Chris Steele-Perkins	Wolverhampton 1978

07/03/2019	Steve McCoy	Housing Estates Box Set

14/03/2019	Chris Killip	Huddersfield 1974

14/03/2019	John Benton Harris	St Patrick’s People

21/03/2019	Steve McCoy	Demolition Sites 1981–1986 Liverpool & Preston

21/03/2019	Brian David Stevens	Notting Hill Sound Systems 

28/03/2019	Janine Wiedel 	People’s Park Berkeley Riots 1969

28/03/2019	Homer Sykes	Blair Peach’s funeral

14/04/2016	Alejandro Guijarro	Momentum Series second ed

04/04/2019	Peter Marshall	Pride Not Profit London 1993-2000

11/04/2019	Ian Beesley	Undercliffe Cemetery

18/04/2019	Steve Clarke	Typography San Diego 1986–1987

18/04/2019	Dragan Novaković	London Leisure 1970s

25/04/2019	Diane Bush	Even More Brits England in the 1970s

25/04/2019	Dragan Novaković	London Streets 1970s

02/05/2019	Dafydd Jones	Butlins 1979

07/05/2019	ARCHIVE 3	Archive Three Box Set

16/05/2019	David Hoffman	Barbican 1975

16/05/2019	Trevor Ashby	England 1970–1990 On The Move

23/05/2019	Jean-luc Olezak	London, Brighton & Margate 1985–1992

30/05/2019	Steve McCoy	Housing Estates set 1. 1979

06/06/2019	Brian Homer	WELD Carnival Handsworth 1979

06/06/2019	Janette Beckman	Raw Punk Streets UK 1979-1982

13/06/2019	Dragan Novaković	London Trade 1970s

20/06/2019	Paddy Summerfield	Once England

27/06/2019	Bob Watkins	Of Hope and Glory England in the 1970s & 80s

04/07/2019	Claude Le Gall	Puck Fair Killorglin Ireland 1984–1992

04/07/2019	Jeremy Sutton-Hibbert 	Scottish Orange Walks 1993–1998

11/07/2019	Homer Sykes	The Toxteth Riots 1981

18/07/2019	John Kippin	The Coaly Tyne 1980s

25/07/2019	Craig Atkinson	Preston Bus Station Dead and Buried

25/07/2019	Peter Marshall	Before the Olympics - Stratford Marsh 1982-92

08/08/2019	Mike Goldwater	Bangladesh Floods 1999

15/08/2019	Steve McCoy	River to River the Coastline Mersey to Douglas 1985–1990

	Stephen Fowler	Rubber Stamps Box Set

22/08/2019	Richard Davis	Hulme 1980s–1990s

22/08/2019	Ian Beesley	Kirkstall Forge Leeds 2002

29/08/2019	Janine Wiedel 	Greenham Common Women’s Peace Camp

05/09/2019	John Darwell	Sheffield in Transition 1988–89

06/09/2019	John Darwell	Sheffield in Transition

07/09/2019	John Darwell	Sheffield Meadowhall, Hyde Park, Ponds Forge

08/09/2019	John Darwell	Sheffield The Remains of Some Buildings Around the Don Valley

09/09/2019	John Darwell	Sheffield Things Seen Whilst Wandering Around Attercliffe

10/09/2019	John Darwell	Sheffield Tinsley Viaduct

05/09/2019	Ian MacDonald	Quoits Esk Valley 1970s

